LINEAR AT: tag	name	text	class	description	position (top-left x&y)	size (w&h)
static	 in store & online with code GOGET20. 	 in store & online with code GOGET20. 			(1097, 132)	(211, 14)
static	details	details			(1307, 134)	(30, 11)
link	Go to Kohl's Homepage	""			(82, 176)	(164, 26)
image	Kohl's Logo	""			(82, 176)	(164, 26)
link	Account Button Sign In	""			(1692, 162)	(42, 54)
section	Account Button	""			(1696, 162)	(34, 36)
section					(1696, 162)	(34, 36)
static					(1696, 164)	(34, 32)
section		Sign In			(1692, 202)	(42, 14)
static	Sign In	Sign In			(1692, 201)	(42, 15)
link	 My List	""			(1773, 162)	(45, 54)
section					(1778, 162)	(34, 36)
static					(1778, 164)	(34, 32)
section		My List			(1773, 202)	(45, 14)
static	My List	My List			(1773, 201)	(45, 15)
link	Cart Button $0.00	""			(1857, 162)	(36, 54)
section	Cart Button	""			(1859, 162)	(33, 36)
section		0			(1867, 167)	(25, 31)
static	0	0			(1875, 166)	(9, 15)
section					(1859, 162)	(38, 36)
static					(1859, 164)	(38, 32)
section		$0.00			(1857, 202)	(36, 14)
static	$0.00	$0.00			(1857, 201)	(36, 15)
entry	What are you looking for today?	""			(270, 167)	(768, 44)
push-button	search	""			(282, 176)	(24, 24)
section					(282, 176)	(24, 24)
static					(282, 178)	(25, 24)
section					(79, 244)	(26, 1)
static					(81, 234)	(22, 21)
section		Shop By Category			(110, 235)	(142, 19)
static	Shop By Category	Shop By Category			(110, 235)	(127, 18)
section		My Store: Select Store			(277, 235)	(177, 19)
section					(277, 235)	(17, 19)
static					(277, 237)	(17, 15)
static	My Store	My Store			(297, 235)	(64, 18)
static	: 	: 			(360, 235)	(9, 18)
static	Select Store	Select Store			(368, 235)	(86, 18)
section					(461, 236)	(17, 17)
static					(461, 236)	(17, 17)
alert	Store Change Confirmation	""			(245, 267)	(384, 127)
push-button	Close dialog	×			(605, 275)	(16, 25)
heading	Store Change Confirmation	Store Change Confirmation			(256, 282)	(1, 2)
section		may be closer to your current location. Do you want to switch?			(257, 283)	(344, 49)
static	may be closer to your current location. Do you want to switch?	may be closer to your current location. Do you want to switch?			(257, 285)	(315, 45)
push-button	Yes, switch to this store	Yes, switch			(257, 347)	(176, 31)
push-button	No, keep current store	Keep current store			(441, 347)	(176, 31)
link	 Kohl's Card	Kohl's Card			(1330, 235)	(100, 19)
section					(1330, 237)	(15, 15)
static					(1330, 237)	(15, 15)
static	Kohl's Card	Kohl's Card			(1348, 235)	(82, 18)
link	 Baby Registry	Baby Registry			(1485, 235)	(117, 19)
section					(1485, 237)	(16, 15)
static					(1485, 237)	(16, 15)
static	Baby Registry	Baby Registry			(1504, 235)	(98, 18)
link	 Kohl's Coupons	Kohl's Coupons			(1657, 235)	(130, 19)
section					(1657, 237)	(15, 15)
static					(1657, 237)	(15, 15)
static	Kohl's Coupons	Kohl's Coupons			(1675, 235)	(112, 18)
link	 Help	Help			(1842, 235)	(51, 19)
section					(1842, 237)	(15, 15)
static					(1842, 237)	(15, 15)
static	Help	Help			(1860, 235)	(33, 18)
section		114results for: “Spider-Man toys for kids”			(267, 321)	(1441, 40)
static	114	114			(283, 331)	(26, 20)
static	results for	results for			(313, 331)	(80, 20)
static	: 	: 			(392, 331)	(10, 20)
static	“	“			(401, 331)	(9, 20)
static	Spider-Man toys for kids	Spider-Man toys for kids			(409, 331)	(198, 20)
static	”	”			(606, 331)	(9, 20)
push-button	Show All Filters	""			(267, 393)	(64, 42)
image	Menu	""			(288, 404)	(22, 20)
push-button	Sort	Sort			(334, 393)	(73, 42)
push-button	Department	Department			(410, 393)	(126, 42)
push-button	Gender	Gender			(539, 393)	(94, 42)
push-button	Age Range	Age Range			(636, 393)	(119, 42)
push-button	Size Range	Size Range			(758, 393)	(121, 42)
push-button	Size	Size			(882, 393)	(73, 42)
push-button	Brand	Brand			(958, 393)	(84, 42)
push-button	Material	Material			(1045, 393)	(100, 42)
push-button	Color	Color			(1148, 393)	(81, 42)
push-button	Change store	Change Store			(267, 504)	(95, 18)
section		$16.00 Sale$20.00 Orig.$12.74 Clearance$16.99 Orig.$26.99 Reg.$54.99$12.99$49.99$8.25 Clearance$11.00 Orig.$49.99$24.99 Sale$39.99 Reg.$26.99 Reg.$34.99$19.99$27.99$19.99$18.99 Reg.$7.99$5.99$16.99 Sale$24.99 Reg.$9.99$12.99$35.99$14.99 Clearance$19.99 Reg.$29.99$8.99 Clearance$11.99 Reg.$17.99$6.99$6.99$19.99$8.25 Clearance$11.00 Orig.$12.99$19.99$69.99 Sale$99.99 Reg.$18.74 Clearance$24.99 Reg.$19.99$36.99 Reg.$16.49 Clearance$32.99 Reg.$12.99$12.99$6.99$12.99$19.99$12.99$31.99 Sale$39.99 Orig.$34.99$16.99$64.99$34.99 Reg.$11.99$11.24 Clearance$14.99 Reg.$10.39 Clearance$15.99 Reg.$12.99$8.99 Clearance$11.99 Reg.$54.99$139.99$34.99$18.99$45.99$17.99 Reg.$68.99$49.99$16.99$45.99$10.49 Clearance$14.99 Reg.$19.99$54.99$17.99$8.99 - $17.99 $17.99 Reg.$12.99 Reg.$79.99$69.99$58.99$11.24 Clearance$14.99 Reg.$17.00$49.99$12.99$22.99$9.74 Clearance$12.99 Reg.$8.99$14.99$9.99$12.99$99.99$14.99 Reg.$39.99 Clearance$49.99 Reg.$11.24 Clearance$14.99 Reg.$19.99$19.99$29.99$49.99 Reg.$40.99$54.99$44.99$49.99$29.99$59.99$99.99$22.99$99.99$19.99$24.99 Reg.$4.49 Clearance$5.99 Reg.$22.99$12.99$21.99 Reg.$12.99$12.99$15.99$19.99$12.99$12.99$29.99$12.99$12.99			(267, 361)	(1441, 14690)
link	Boys 4-20 Marvel Spider-Man 2 pc Hat & Gloves Set	""			(267, 554)	(343, 342)
image	Boys 4-20 Marvel Spider-Man 2 pc Hat & Gloves Set	""			(267, 554)	(343, 342)
link	Boys 4-20 Marvel Spider-Man 2 pc Hat & Gloves Set	Boys 4-20 Marvel Spider-Man 2 pc Hat & Gloves Set			(267, 904)	(343, 40)
static	Boys 4-20 Marvel Spider-Man 2 pc Hat & Gloves Set	Boys 4-20 Marvel Spider-Man 2 pc Hat & Gloves Set			(267, 904)	(322, 40)
section		$12.80 with 			(267, 952)	(343, 26)
static	$12.80	$12.80			(267, 951)	(73, 26)
static	 with 	 with 			(339, 956)	(43, 20)
push-button	GOGET20 	GOGET20			(381, 956)	(94, 20)
static	GOGET20	GOGET20			(381, 956)	(79, 20)
section					(463, 958)	(12, 18)
static					(463, 959)	(12, 10)
static	$16.00 	$16.00 			(267, 980)	(51, 17)
static	Sale	Sale			(317, 980)	(31, 17)
static	$20.00	$20.00			(353, 980)	(50, 17)
static	 Orig.	 Orig.			(402, 980)	(38, 17)
link	Rated 5 out of 5 stars	Rated 5 out of 5 stars			(267, 1010)	(71, 13)
static	Rated 	Rated 			(266, 1008)	(38, 15)
static	5	5			(303, 1008)	(9, 15)
static	 out of 5 stars	 out of 5 stars			(311, 1008)	(83, 15)
link	3 user reviews with a 5 out of 5-star rating	(3)			(341, 1010)	(19, 13)
static	(	(			(342, 1008)	(6, 16)
static	3	3			(347, 1008)	(8, 16)
static	)	)			(354, 1008)	(6, 16)
link	Marvel Spidey & His Amazing Friends Spidey Web Crawler Set by Hasbro	""			(633, 554)	(343, 342)
image	Marvel Spidey & His Amazing Friends Spidey Web Crawler Set by Hasbro	""			(633, 554)	(343, 342)
link	Marvel Spidey & His Amazing Friends Spidey Web Crawler Set by Hasbro	Marvel Spidey & His Amazing Friends Spidey Web Crawler Set by Hasbro			(633, 904)	(343, 40)
static	Marvel Spidey & His Amazing Friends Spidey Web Crawler Set by Hasbro	Marvel Spidey & His Amazing Friends Spidey Web Crawler Set by Hasbro			(633, 904)	(292, 40)
static	$12.74 	$12.74 			(633, 953)	(76, 26)
static	Clearance	Clearance			(708, 958)	(81, 20)
static	$16.99	$16.99			(794, 960)	(47, 17)
static	 Orig.	 Orig.			(840, 960)	(39, 17)
link	Rated 5 out of 5 stars	Rated 5 out of 5 stars			(633, 992)	(71, 13)
static	Rated 	Rated 			(632, 990)	(38, 15)
static	5	5			(669, 990)	(9, 15)
static	 out of 5 stars	 out of 5 stars			(677, 990)	(83, 15)
link	3 user reviews with a 5 out of 5-star rating	(3)			(707, 992)	(19, 13)
static	(	(			(708, 990)	(6, 16)
static	3	3			(713, 990)	(8, 16)
static	)	)			(720, 990)	(6, 16)
link	Marvel Classic Spider-Man Buddy & Throw by The Big One Kids™	""			(999, 554)	(343, 342)
image	Marvel Classic Spider-Man Buddy & Throw by The Big One Kids™	""			(999, 554)	(343, 342)
link	Marvel Classic Spider-Man Buddy & Throw by The Big One Kids™	Marvel Classic Spider-Man Buddy & Throw by The Big One Kids™			(999, 904)	(343, 40)
static	Marvel Classic Spider-Man Buddy & Throw by The Big One Kids™	Marvel Classic Spider-Man Buddy & Throw by The Big One Kids™			(999, 904)	(335, 40)
section		$21.59 with 			(999, 952)	(343, 26)
static	$21.59	$21.59			(999, 951)	(72, 26)
static	 with 	 with 			(1070, 956)	(43, 20)
push-button	GOGET20 	GOGET20			(1112, 956)	(94, 20)
static	GOGET20	GOGET20			(1112, 956)	(80, 20)
section					(1195, 958)	(11, 18)
static					(1195, 959)	(11, 10)
static	$26.99	$26.99			(999, 980)	(50, 17)
static	 Reg.	 Reg.			(1048, 980)	(36, 17)
link	Rated 4.7 out of 5 stars	Rated 4.7 out of 5 stars			(999, 1010)	(71, 13)
static	Rated 	Rated 			(998, 1008)	(38, 15)
static	4.7	4.7			(1035, 1008)	(20, 15)
static	 out of 5 stars	 out of 5 stars			(1054, 1008)	(83, 15)
link	306 user reviews with a 4.7 out of 5-star rating	(306)			(1073, 1010)	(34, 13)
static	(	(			(1074, 1008)	(6, 16)
static	306	306			(1079, 1008)	(24, 16)
static	)	)			(1102, 1008)	(5, 16)
link	Marvel Spider-Man 2-Pack Titan Hero Figures And Vehicles Playset by Hasbro	""			(1365, 554)	(343, 342)
image	Marvel Spider-Man 2-Pack Titan Hero Figures And Vehicles Playset by Hasbro	""			(1365, 554)	(343, 342)
link	Marvel Spider-Man 2-Pack Titan Hero Figures And Vehicles Playset by Hasbro	Marvel Spider-Man 2-Pack Titan Hero Figures And Vehicles Playset by Hasbro			(1365, 904)	(343, 40)
static	Marvel Spider-Man 2-Pack Titan Hero Figures And Vehicles Playset by Hasbro	Marvel Spider-Man 2-Pack Titan Hero Figures And Vehicles Playset by Hasbro			(1365, 904)	(311, 40)
static	$54.99	$54.99			(1365, 953)	(77, 26)
link	Rated 4 out of 5 stars	Rated 4 out of 5 stars			(1365, 990)	(71, 13)
static	Rated 	Rated 			(1364, 988)	(38, 15)
static	4	4			(1401, 988)	(9, 15)
static	 out of 5 stars	 out of 5 stars			(1409, 988)	(83, 15)
link	34 user reviews with a 4 out of 5-star rating	(34)			(1439, 990)	(27, 13)
static	(	(			(1440, 988)	(6, 16)
static	34	34			(1445, 988)	(16, 16)
static	)	)			(1460, 988)	(6, 16)
link	KIDdesigns Spidey and His Amazing Friends Counting & Colors Phone	""			(267, 1055)	(343, 342)
image	KIDdesigns Spidey and His Amazing Friends Counting & Colors Phone	""			(267, 1055)	(343, 342)
link	Hasbro Marvel Water-Webs Bubble Pirate Ship	""			(633, 1055)	(343, 342)
image	Hasbro Marvel Water-Webs Bubble Pirate Ship	""			(633, 1055)	(343, 342)
link	Marvel Spidey and His Amazing Friends Spidey with Motorcycle by Hasbro	""			(999, 1055)	(343, 342)
image	Marvel Spidey and His Amazing Friends Spidey with Motorcycle by Hasbro	""			(999, 1055)	(343, 342)
link	Hasbro Marvel Spidey and His Amazing Friends Dance 'N Crawl Spidey	""			(1365, 1055)	(343, 342)
image	Hasbro Marvel Spidey and His Amazing Friends Dance 'N Crawl Spidey	""			(1365, 1055)	(343, 342)
