LINEAR AT: tag	name	text	class	description	position (top-left x&y)	size (w&h)
push-button	Detail View	""			(1263, 318)	(23, 23)
list-item	Desktop	""			(779, 349)	(191, 26)
table-cell	Desktop	""			(779, 369)	(255, 18)
table-cell	Folder	""			(1097, 369)	(64, 18)
table-cell	24/11/2025 12:10 AM	""			(1161, 369)	(110, 18)
table-cell	Documents	""			(779, 387)	(255, 18)
table-cell	Folder	""			(1097, 387)	(64, 18)
table-cell	21/11/2025 12:06 AM	""			(1161, 387)	(110, 18)
table-cell	Downloads	""			(779, 405)	(255, 18)
table-cell	Folder	""			(1097, 405)	(64, 18)
table-cell	23/11/2025 1:16 AM	""			(1161, 405)	(110, 18)
table-cell	MathFunShortcut.desktop	""			(779, 423)	(255, 18)
table-cell	Folder	""			(1097, 423)	(64, 18)
table-cell	12/11/2025 6:11 PM	""			(1161, 423)	(110, 18)
table-cell	Music	""			(779, 441)	(255, 18)
table-cell	Folder	""			(1097, 441)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 441)	(110, 18)
table-cell	Pictures	""			(779, 459)	(255, 18)
table-cell	Folder	""			(1097, 459)	(64, 18)
table-cell	12/11/2025 6:09 PM	""			(1161, 459)	(110, 18)
table-cell	Public	""			(779, 477)	(255, 18)
table-cell	Folder	""			(1097, 477)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 477)	(110, 18)
table-cell	screenshots	""			(779, 495)	(255, 18)
table-cell	Folder	""			(1097, 495)	(64, 18)
table-cell	11/3/2024 3:04 PM	""			(1161, 495)	(110, 18)
table-cell	server	""			(779, 513)	(255, 18)
table-cell	Folder	""			(1097, 513)	(64, 18)
table-cell	19/11/2025 1:00 AM	""			(1161, 513)	(110, 18)
table-cell	snap	""			(779, 531)	(255, 18)
table-cell	Folder	""			(1097, 531)	(64, 18)
table-cell	30/1/2024 2:00 AM	""			(1161, 531)	(110, 18)
table-cell	Templates	""			(779, 549)	(255, 18)
table-cell	Folder	""			(1097, 549)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 549)	(110, 18)
table-cell	Videos	""			(779, 567)	(255, 18)
table-cell	Folder	""			(1097, 567)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 567)	(110, 18)
list-item	Computer	""			(685, 349)	(88, 26)
list-item	user	""			(685, 375)	(88, 26)
label	Directory:	""			(684, 654)	(77, 23)
text	Directory:	""			(767, 654)	(433, 23)
push-button	Choose	""			(1206, 654)	(80, 24)
push-button	Cancel	""			(1206, 684)	(80, 24)
label	Files of type:	""			(684, 688)	(77, 15)
list-item	Directories	""			(0, 0)	(753, 23)
menu	VLC media player	""			(99, 0)	(173, 27)
menu	vlc	""			(1774, 0)	(40, 27)
menu	System	""			(1814, 0)	(106, 27)
push-button	Google Chrome	""			(0, 33)	(70, 64)
push-button	Thunderbird Mail	""			(0, 101)	(70, 64)
push-button	Visual Studio Code	""			(0, 169)	(70, 64)
push-button	VLC media player	""			(0, 237)	(70, 64)
push-button	LibreOffice Writer	""			(0, 305)	(70, 64)
push-button	LibreOffice Calc	""			(0, 373)	(70, 64)
push-button	LibreOffice Impress	""			(0, 441)	(70, 64)
push-button	GNU Image Manipulation Program	""			(0, 509)	(70, 64)
push-button	Files	""			(0, 577)	(70, 64)
push-button	Ubuntu Software	""			(0, 645)	(70, 64)
push-button	Help	""			(0, 713)	(70, 64)
push-button	Trash	""			(0, 784)	(70, 64)
toggle-button	Show Applications	""			(0, 1010)	(70, 70)
