LINEAR AT: tag	name	text	class	description	position (top-left x&y)	size (w&h)
image	image2.png	""			(647, 782)	(624, 252)
scroll-bar	Vertical scroll bar	""			(1849, 142)	(12, 892)
toggle-button	Menu	""			(1874, 171)	(36, 34)
push-button	New	""			(74, 66)	(44, 35)
push-button	Open	""			(118, 66)	(44, 35)
push-button	Save	""			(162, 66)	(44, 35)
push-button	Export Directly as PDF	""			(214, 66)	(33, 35)
push-button	Print	""			(247, 66)	(33, 35)
toggle-button	Print Preview	""			(280, 66)	(33, 35)
push-button	Clone	""			(439, 66)	(33, 35)
toggle-button	Find and Replace	""			(576, 66)	(33, 35)
push-button	Spelling	""			(609, 66)	(33, 35)
toggle-button	Formatting Marks	""			(642, 66)	(33, 35)
push-button	Table	""			(683, 66)	(44, 35)
push-button	Image	""			(727, 66)	(33, 35)
push-button	Chart	""			(760, 66)	(33, 35)
push-button	Text Box	""			(793, 66)	(33, 35)
push-button	Page Break	""			(834, 66)	(33, 35)
push-button	Field	""			(867, 66)	(44, 35)
push-button	Symbol	""			(911, 66)	(44, 35)
toggle-button	Hyperlink	""			(963, 66)	(33, 35)
push-button	Footnote	""			(996, 66)	(33, 35)
push-button	Endnote	""			(1029, 66)	(33, 35)
push-button	Bookmark	""			(1062, 66)	(33, 35)
push-button	Cross-reference	""			(1095, 66)	(33, 35)
push-button	Comment	""			(1136, 66)	(33, 35)
toggle-button	Track Changes Functions	""			(1169, 66)	(33, 35)
push-button	Line	""			(1210, 66)	(33, 35)
push-button	Basic Shapes	""			(1243, 66)	(44, 35)
toggle-button	Draw Functions	""			(1287, 66)	(33, 35)
text		Heading 1			(74, 130)	(166, 34)
push-button	Update	""			(276, 105)	(33, 35)
push-button	New	""			(309, 105)	(33, 35)
text		Arial			(350, 130)	(185, 34)
text		31.5 pt			(579, 130)	(65, 34)
toggle-button	Bold	""			(688, 105)	(33, 35)
toggle-button	Italic	""			(721, 105)	(33, 35)
push-button	Underline	""			(754, 105)	(44, 35)
toggle-button	Strikethrough	""			(798, 105)	(33, 35)
toggle-button	Superscript	""			(839, 105)	(33, 35)
toggle-button	Subscript	""			(872, 105)	(33, 35)
push-button	Clear	""			(913, 105)	(33, 35)
push-button	Font Color	""			(954, 105)	(44, 35)
push-button	Character Highlighting Color	""			(998, 105)	(44, 35)
toggle-button	Left	""			(1050, 105)	(33, 35)
toggle-button	Center	""			(1083, 105)	(33, 35)
toggle-button	Right	""			(1116, 105)	(33, 35)
toggle-button	Justified	""			(1149, 105)	(33, 35)
push-button	Unordered List	""			(1190, 105)	(44, 35)
push-button	Ordered List	""			(1234, 105)	(44, 35)
push-button	No List	""			(1278, 105)	(33, 35)
push-button	Increase	""			(1319, 105)	(33, 35)
push-button	Decrease	""			(1352, 105)	(33, 35)
push-button	Line Spacing	""			(1393, 105)	(44, 35)
push-button	Increase	""			(1437, 105)	(33, 35)
push-button	Decrease	""			(1470, 105)	(33, 35)
label		Page 1 of 10			(105, 1036)	(267, 18)
label		723 words, 4,182 characters			(378, 1036)	(353, 18)
label		Default Page Style			(737, 1036)	(300, 18)
label		English (USA)			(1043, 1036)	(269, 18)
label		100%			(1876, 1036)	(38, 18)
