LINEAR AT: tag	name	text	class	description	position (top-left x&y)	size (w&h)
static	F7	F7			(913, 284)	(13, 12)
section	isInDiffEditor	""			(1211, 280)	(522, 20)
section	isInDiffEditor	isInDiffEditor			(1211, 280)	(82, 20)
static	isInDiffEditor	isInDiffEditor			(1211, 283)	(82, 13)
section		System			(1743, 280)	(43, 20)
static	System	System			(1743, 282)	(43, 15)
list-item	Accessible Diff Viewer: Go to Previous Difference, Shift+F7, isInDiffEditor, System, use space or enter to change the keybinding.	""			(401, 302)	(1519, 24)
section	Accessible Diff Viewer: Go to Previous Difference (editor.action.accessibleDiffViewer.prev)	""			(451, 304)	(290, 20)
section		Accessible Diff Viewer: Go to Previous Difference			(451, 304)	(290, 20)
static	Accessible Diff Viewer: Go to Previous Difference	Accessible Diff Viewer: Go to Previous Difference			(451, 306)	(290, 15)
section	Shift+F7	Shift+F7			(907, 305)	(72, 18)
static	Shift	Shift			(913, 308)	(24, 12)
static	+	+			(944, 307)	(8, 14)
static	F7	F7			(959, 308)	(14, 12)
section	isInDiffEditor	""			(1211, 304)	(522, 20)
section	isInDiffEditor	isInDiffEditor			(1211, 304)	(82, 20)
static	isInDiffEditor	isInDiffEditor			(1211, 307)	(82, 13)
section		System			(1743, 304)	(43, 20)
static	System	System			(1743, 306)	(43, 15)
list-item	Add Cursor Above, Control+Shift+UpArrow, editorTextFocus, System, use space or enter to change the keybinding.	""			(401, 326)	(1519, 24)
push-button	Change Keybinding (Enter)	""			(421, 327)	(22, 22)
section					(424, 330)	(16, 16)
static					(424, 330)	(16, 16)
section	Add Cursor Above (editor.action.insertCursorAbove)	""			(451, 328)	(106, 20)
section		Add Cursor Above			(451, 328)	(106, 20)
static	Add Cursor Above	Add Cursor Above			(451, 330)	(106, 15)
section	Control+Shift+UpArrow	Ctrl+Shift+UpArrow			(907, 329)	(146, 18)
static	Ctrl	Ctrl			(913, 332)	(19, 12)
static	+	+			(939, 331)	(8, 14)
static	Shift	Shift			(954, 332)	(25, 12)
static	+	+			(986, 331)	(8, 14)
static	UpArrow	UpArrow			(1001, 332)	(46, 12)
section	editorTextFocus	""			(1211, 328)	(522, 20)
section	editorTextFocus	editorTextFocus			(1211, 328)	(88, 20)
static	editorTextFocus	editorTextFocus			(1211, 331)	(88, 13)
section		System			(1743, 328)	(43, 20)
static	System	System			(1743, 330)	(43, 15)
list-item	Add Cursor Above, Shift+Alt+UpArrow, editorTextFocus, System, use space or enter to change the keybinding.	""			(401, 350)	(1519, 24)
section	Add Cursor Above (editor.action.insertCursorAbove)	""			(451, 352)	(106, 20)
section		Add Cursor Above			(451, 352)	(106, 20)
static	Add Cursor Above	Add Cursor Above			(451, 354)	(106, 15)
section	Shift+Alt+UpArrow	Shift+Alt+UpArrow			(907, 353)	(142, 18)
static	Shift	Shift			(913, 356)	(24, 12)
static	+	+			(944, 355)	(8, 14)
static	Alt	Alt			(959, 356)	(16, 12)
static	+	+			(982, 355)	(8, 14)
static	UpArrow	UpArrow			(998, 356)	(45, 12)
section	editorTextFocus	""			(1211, 352)	(522, 20)
section	editorTextFocus	editorTextFocus			(1211, 352)	(88, 20)
static	editorTextFocus	editorTextFocus			(1211, 355)	(88, 13)
section		System			(1743, 352)	(43, 20)
static	System	System			(1743, 354)	(43, 15)
list-item	Add Cursor Below, Control+Shift+DownArrow, editorTextFocus, System, use space or enter to change the keybinding.	""			(401, 374)	(1519, 24)
section	Add Cursor Below (editor.action.insertCursorBelow)	""			(451, 376)	(106, 20)
section		Add Cursor Below			(451, 376)	(106, 20)
static	Add Cursor Below	Add Cursor Below			(451, 378)	(106, 15)
section	Control+Shift+DownArrow	Ctrl+Shift+DownArrow			(907, 377)	(161, 18)
static	Ctrl	Ctrl			(913, 380)	(19, 12)
static	+	+			(939, 379)	(8, 14)
static	Shift	Shift			(954, 380)	(25, 12)
static	+	+			(986, 379)	(8, 14)
static	DownArrow	DownArrow			(1001, 380)	(61, 12)
section	editorTextFocus	""			(1211, 376)	(522, 20)
section	editorTextFocus	editorTextFocus			(1211, 376)	(88, 20)
static	editorTextFocus	editorTextFocus			(1211, 379)	(88, 13)
section		System			(1743, 376)	(43, 20)
static	System	System			(1743, 378)	(43, 15)
list-item	Add Cursor Below, Shift+Alt+DownArrow, editorTextFocus, System, use space or enter to change the keybinding.	""			(401, 398)	(1519, 24)
section	Add Cursor Below (editor.action.insertCursorBelow)	""			(451, 400)	(106, 20)
section		Add Cursor Below			(451, 400)	(106, 20)
static	Add Cursor Below	Add Cursor Below			(451, 402)	(106, 15)
section	Shift+Alt+DownArrow	Shift+Alt+DownArrow			(907, 401)	(157, 18)
static	Shift	Shift			(913, 404)	(24, 12)
static	+	+			(944, 403)	(8, 14)
static	Alt	Alt			(959, 404)	(16, 12)
static	+	+			(982, 403)	(8, 14)
static	DownArrow	DownArrow			(998, 404)	(60, 12)
section	editorTextFocus	""			(1211, 400)	(522, 20)
section	editorTextFocus	editorTextFocus			(1211, 400)	(88, 20)
static	editorTextFocus	editorTextFocus			(1211, 403)	(88, 13)
section		System			(1743, 400)	(43, 20)
static	System	System			(1743, 402)	(43, 15)
list-item	Add Cursors to Line Ends, Shift+Alt+I, editorTextFocus, System, use space or enter to change the keybinding.	""			(401, 422)	(1519, 24)
section	Add Cursors to Line Ends (editor.action.insertCursorAtEndOfEachLineSelected)	""			(451, 424)	(147, 20)
section		Add Cursors to Line Ends			(451, 424)	(147, 20)
static	Add Cursors to Line Ends	Add Cursors to Line Ends			(451, 426)	(147, 15)
section	Shift+Alt+I	Shift+Alt+I			(907, 425)	(100, 18)
static	Shift	Shift			(913, 428)	(24, 12)
static	+	+			(944, 427)	(8, 14)
static	Alt	Alt			(959, 428)	(16, 12)
static	+	+			(982, 427)	(8, 14)
static	I	I			(998, 428)	(3, 12)
section	editorTextFocus	""			(1211, 424)	(522, 20)
section	editorTextFocus	editorTextFocus			(1211, 424)	(88, 20)
static	editorTextFocus	editorTextFocus			(1211, 427)	(88, 13)
section		System			(1743, 424)	(43, 20)
static	System	System			(1743, 426)	(43, 15)
list-item	Add Line Comment, Control+K Control+C, editorTextFocus && !editorReadonly, System, use space or enter to change the keybinding.	""			(401, 446)	(1519, 24)
section	Add Line Comment (editor.action.addCommentLine)	""			(451, 448)	(113, 20)
section		Add Line Comment			(451, 448)	(113, 20)
static	Add Line Comment	Add Line Comment			(451, 450)	(113, 15)
section	Control+K Control+C	Ctrl+KCtrl+C			(907, 449)	(132, 18)
static	Ctrl	Ctrl			(913, 452)	(19, 12)
static	+	+			(939, 451)	(8, 14)
static	K	K			(954, 452)	(8, 12)
static	Ctrl	Ctrl			(983, 452)	(20, 12)
static	+	+			(1010, 451)	(8, 14)
static	C	C			(1025, 452)	(8, 12)
section	editorTextFocus && !editorReadonly	""			(1211, 448)	(522, 20)
section	editorTextFocus && !editorReadonly	editorTextFocus && !editorReadonly			(1211, 448)	(199, 20)
static	editorTextFocus && !editorReadonly	editorTextFocus && !editorReadonly			(1211, 451)	(199, 13)
section		System			(1743, 448)	(43, 20)
static	System	System			(1743, 450)	(43, 15)
list-item	Add Selection To Next Find Match, Control+D, editorFocus, System, use space or enter to change the keybinding.	""			(401, 470)	(1519, 24)
section	Add Selection To Next Find Match (editor.action.addSelectionToNextFindMatch)	""			(451, 472)	(199, 20)
section		Add Selection To Next Find Match			(451, 472)	(199, 20)
static	Add Selection To Next Find Match	Add Selection To Next Find Match			(451, 474)	(199, 15)
section	Control+D	Ctrl+D			(907, 473)	(62, 18)
static	Ctrl	Ctrl			(913, 476)	(19, 12)
static	+	+			(939, 475)	(8, 14)
static	D	D			(954, 476)	(9, 12)
section	editorFocus	""			(1211, 472)	(522, 20)
section	editorFocus	editorFocus			(1211, 472)	(65, 20)
static	editorFocus	editorFocus			(1211, 475)	(65, 13)
section		System			(1743, 472)	(43, 20)
static	System	System			(1743, 474)	(43, 15)
list-item	Auto Fix..., Shift+Alt+<, textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/, System, use space or enter to change the keybinding.	""			(401, 494)	(1519, 24)
section	Auto Fix... (editor.action.autoFix)	""			(451, 496)	(59, 20)
section		Auto Fix...			(451, 496)	(59, 20)
static	Auto Fix...	Auto Fix...			(451, 498)	(59, 15)
section	Shift+Alt+<	Shift+Alt+<			(907, 497)	(104, 18)
static	Shift	Shift			(913, 500)	(24, 12)
static	+	+			(944, 499)	(8, 14)
static	Alt	Alt			(959, 500)	(16, 12)
static	+	+			(982, 499)	(8, 14)
static	<	<			(998, 500)	(7, 12)
section	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/	""			(1211, 496)	(522, 20)
section	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/			(1211, 496)	(456, 20)
static	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/			(1211, 499)	(456, 13)
section		System			(1743, 496)	(43, 20)
static	System	System			(1743, 498)	(43, 15)
list-item	Auto Fix..., Shift+Alt+., textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/, System, use space or enter to change the keybinding.	""			(401, 518)	(1519, 24)
section	Auto Fix... (editor.action.autoFix)	""			(451, 520)	(59, 20)
section		Auto Fix...			(451, 520)	(59, 20)
static	Auto Fix...	Auto Fix...			(451, 522)	(59, 15)
section	Shift+Alt+.	Shift+Alt+.			(907, 521)	(100, 18)
static	Shift	Shift			(913, 524)	(24, 12)
static	+	+			(944, 523)	(8, 14)
static	Alt	Alt			(959, 524)	(16, 12)
static	+	+			(982, 523)	(8, 14)
static	.	.			(998, 524)	(3, 12)
section	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/	""			(1211, 520)	(522, 20)
section	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/			(1211, 520)	(456, 20)
static	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/	textInputFocus && !editorReadonly && supportedCodeAction =~ /(\s|^)quickfix\b/			(1211, 523)	(456, 13)
section		System			(1743, 520)	(43, 20)
static	System	System			(1743, 522)	(43, 15)
list-item	Calls: Show Call Hierarchy, Shift+Alt+H, editorHasCallHierarchyProvider, Reference Search results as separate, stable view in the sidebar, use space or enter to change the keybinding.	""			(401, 542)	(1519, 24)
section	Calls: Show Call Hierarchy (references-view.showCallHierarchy)	""			(451, 544)	(151, 20)
section		Calls: Show Call Hierarchy			(451, 544)	(151, 20)
static	Calls: Show Call Hierarchy	Calls: Show Call Hierarchy			(451, 546)	(151, 15)
section	Shift+Alt+H	Shift+Alt+H			(907, 545)	(105, 18)
static	Shift	Shift			(913, 548)	(24, 12)
static	+	+			(944, 547)	(8, 14)
static	Alt	Alt			(959, 548)	(16, 12)
static	+	+			(982, 547)	(8, 14)
static	H	H			(998, 548)	(8, 12)
section	editorHasCallHierarchyProvider	""			(1211, 544)	(522, 20)
section	editorHasCallHierarchyProvider	editorHasCallHierarchyProvider			(1211, 544)	(176, 20)
static	editorHasCallHierarchyProvider	editorHasCallHierarchyProvider			(1211, 547)	(176, 13)
section	Extension (Reference Search View)	""			(1743, 544)	(136, 20)
link	Reference Search View	Reference Search View			(1743, 546)	(136, 15)
static	Reference Search View	Reference Search View			(1743, 546)	(136, 15)
list-item	Cancel Selection Anchor, Escape, editorTextFocus && selectionAnchorSet, System, use space or enter to change the keybinding.	""			(401, 566)	(1519, 24)
section	Cancel Selection Anchor (editor.action.cancelSelectionAnchor)	""			(451, 568)	(143, 20)
section		Cancel Selection Anchor			(451, 568)	(143, 20)
static	Cancel Selection Anchor	Cancel Selection Anchor			(451, 570)	(143, 15)
section	Escape	Escape			(907, 569)	(47, 18)
static	Escape	Escape			(913, 572)	(35, 12)
section	editorTextFocus && selectionAnchorSet	""			(1211, 568)	(522, 20)
section	editorTextFocus && selectionAnchorSet	editorTextFocus && selectionAnchorSet			(1211, 568)	(217, 20)
static	editorTextFocus && selectionAnchorSet	editorTextFocus && selectionAnchorSet			(1211, 571)	(217, 13)
section		System			(1743, 568)	(43, 20)
static	System	System			(1743, 570)	(43, 15)
list-item	Change All Occurrences, Control+F2, editorTextFocus && !editorReadonly, System, use space or enter to change the keybinding.	""			(401, 590)	(1519, 24)
section	Change All Occurrences (editor.action.changeAll)	""			(451, 592)	(140, 20)
section		Change All Occurrences			(451, 592)	(140, 20)
static	Change All Occurrences	Change All Occurrences			(451, 594)	(140, 15)
section	Control+F2	Ctrl+F2			(907, 593)	(66, 18)
static	Ctrl	Ctrl			(913, 596)	(19, 12)
static	+	+			(939, 595)	(8, 14)
static	F2	F2			(954, 596)	(13, 12)
section	editorTextFocus && !editorReadonly	""			(1211, 592)	(522, 20)
section	editorTextFocus && !editorReadonly	editorTextFocus && !editorReadonly			(1211, 592)	(199, 20)
static	editorTextFocus && !editorReadonly	editorTextFocus && !editorReadonly			(1211, 595)	(199, 13)
section		System			(1743, 592)	(43, 20)
static	System	System			(1743, 594)	(43, 15)
list-item	Change Language Mode, Control+K M, !notebookEditorFocused, System, use space or enter to change the keybinding.	""			(401, 614)	(1519, 24)
section	Change Language Mode (workbench.action.editor.changeLanguageMode)	""			(451, 616)	(142, 20)
section		Change Language Mode			(451, 616)	(142, 20)
static	Change Language Mode	Change Language Mode			(451, 618)	(142, 15)
section	Control+K M	Ctrl+KM			(907, 617)	(93, 18)
static	Ctrl	Ctrl			(913, 620)	(19, 12)
static	+	+			(939, 619)	(8, 14)
static	K	K			(954, 620)	(8, 12)
static	M	M			(983, 620)	(11, 12)
section	!notebookEditorFocused	""			(1211, 616)	(522, 20)
section	!notebookEditorFocused	!notebookEditorFocused			(1211, 616)	(129, 20)
static	!notebookEditorFocused	!notebookEditorFocused			(1211, 619)	(129, 13)
section		System			(1743, 616)	(43, 20)
static	System	System			(1743, 618)	(43, 15)
list-item	Chat: Insert at Cursor, Control+Enter, hasChatProvider && inChat && !inChatInput, System, use space or enter to change the keybinding.	""			(401, 638)	(1519, 24)
section	Chat: Insert at Cursor (workbench.action.chat.insertCodeBlock)	""			(451, 640)	(125, 20)
section		Chat: Insert at Cursor			(451, 640)	(125, 20)
static	Chat: Insert at Cursor	Chat: Insert at Cursor			(451, 642)	(125, 15)
section	Control+Enter	Ctrl+Enter			(907, 641)	(82, 18)
static	Ctrl	Ctrl			(913, 644)	(19, 12)
static	+	+			(939, 643)	(8, 14)
static	Enter	Enter			(954, 644)	(29, 12)
section	hasChatProvider && inChat && !inChatInput	""			(1211, 640)	(522, 20)
section	hasChatProvider && inChat && !inChatInput	hasChatProvider && inChat && !inChatInput			(1211, 640)	(240, 20)
static	hasChatProvider && inChat && !inChatInput	hasChatProvider && inChat && !inChatInput			(1211, 643)	(240, 13)
section		System			(1743, 640)	(43, 20)
static	System	System			(1743, 642)	(43, 15)
list-item	Chat: Insert into Terminal, Control+Alt+Enter, hasChatProvider && inChat, System, use space or enter to change the keybinding.	""			(401, 662)	(1519, 24)
section	Chat: Insert into Terminal (workbench.action.chat.runInTerminal)	""			(451, 664)	(149, 20)
section		Chat: Insert into Terminal			(451, 664)	(149, 20)
static	Chat: Insert into Terminal	Chat: Insert into Terminal			(451, 666)	(149, 15)
section	Control+Alt+Enter	Ctrl+Alt+Enter			(907, 665)	(120, 18)
static	Ctrl	Ctrl			(913, 668)	(19, 12)
static	+	+			(939, 667)	(8, 14)
static	Alt	Alt			(954, 668)	(16, 12)
static	+	+			(977, 667)	(8, 14)
static	Enter	Enter			(992, 668)	(29, 12)
section	hasChatProvider && inChat	""			(1211, 664)	(522, 20)
section	hasChatProvider && inChat	hasChatProvider && inChat			(1211, 664)	(147, 20)
static	hasChatProvider && inChat	hasChatProvider && inChat			(1211, 667)	(147, 13)
section		System			(1743, 664)	(43, 20)
static	System	System			(1743, 666)	(43, 15)
list-item	Chat: New Session, Control+L, hasChatProvider && inChat, System, use space or enter to change the keybinding.	""			(401, 686)	(1519, 24)
section	Chat: New Session (workbench.action.chat.clear)	""			(451, 688)	(108, 20)
section		Chat: New Session			(451, 688)	(108, 20)
static	Chat: New Session	Chat: New Session			(451, 690)	(108, 15)
section	Control+L	Ctrl+L			(907, 689)	(60, 18)
static	Ctrl	Ctrl			(913, 692)	(19, 12)
static	+	+			(939, 691)	(8, 14)
static	L	L			(954, 692)	(7, 12)
section	hasChatProvider && inChat	""			(1211, 688)	(522, 20)
section	hasChatProvider && inChat	hasChatProvider && inChat			(1211, 688)	(147, 20)
static	hasChatProvider && inChat	hasChatProvider && inChat			(1211, 691)	(147, 13)
section		System			(1743, 688)	(43, 20)
static	System	System			(1743, 690)	(43, 15)
list-item	Chat: Next Code Block, Control+Alt+PageDown, hasChatProvider && inChat, System, use space or enter to change the keybinding.	""			(401, 710)	(1519, 24)
section	Chat: Next Code Block (workbench.action.chat.nextCodeBlock)	""			(451, 712)	(132, 20)
section		Chat: Next Code Block			(451, 712)	(132, 20)
static	Chat: Next Code Block	Chat: Next Code Block			(451, 714)	(132, 15)
section	Control+Alt+PageDown	Ctrl+Alt+PageDown			(907, 713)	(146, 18)
static	Ctrl	Ctrl			(913, 716)	(19, 12)
static	+	+			(939, 715)	(8, 14)
